Item_Fat_Content;Item_Identifier;Item_Type;Outlet_Establishment_Year;Outlet_Identifier;Outlet_Location_Type;Outlet_Size;Outlet_Type;Item_Visibility;Item_Weight;Total_Sales;Rating
"LOW Fat";NCE19;Household;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.09301462;8.97;52.7956;5
"LOW Fat";NCO18;Household;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.024651269;13.15;179.5686;5
"LOW Fat";NCG43;Household;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0;20.2;94.1462;5
"LOW Fat";FDT03;Meat;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.009998763;21.25;182.3608;5
"LOW Fat";FDW33;"Snack Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.099120588;9.395;107.228;5
"LOW Fat";DRC12;"Soft Drinks";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.037826873;17.85;189.7188;5
Regular;FDL14;Canned;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.032158866;8.115;154.8972;5
Regular;FDZ01;Canned;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.009058845;8.975;103.399;5
Regular;FDJ14;Canned;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.050070476;10.3;77.896;5
Regular;FDB04;Dairy;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.063226306;11.35;87.9856;5
Regular;FDA08;"Fruits and Vegetables";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.050085152;11.85;164.7526;5
"LOW Fat";FDX55;"Fruits and Vegetables";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.0552059;15.1;219.4166;5
"LOW Fat";NCF55;Household;2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.021710275;6.675;34.9874;5
"LOW Fat";NCJ30;Household;2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.081096613;5.82;170.379;5
"LOW Fat";FDR10;"Snack Foods";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.010096684;17.6;160.4552;5
"LOW Fat";FDR48;"Baking Goods";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.131770922;11.65;151.1024;5
"LOW Fat";FDL36;"Baking Goods";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.076229769;15.1;90.483;5
"LOW Fat";FDH27;Dairy;2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.058465268;7.075;145.3128;5
"LOW Fat";FDI52;"Frozen Foods";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.104890428;18.7;121.4072;5
"LOW Fat";FDD45;"Fruits and Vegetables";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.116484721;8.615;94.1436;5
"LOW Fat";NCS53;"Health and Hygiene";2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.08996026;14.5;159.5604;5
"LOW Fat";NCA41;"Health and Hygiene";2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.032652796;16.75;190.8162;5
"LOW Fat";NCY17;"Health and Hygiene";2015;OUT045;"Tier 2";Small;"Supermarket Type1";0;18.2;44.1086;5
"LOW Fat";NCX17;"Health and Hygiene";2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.113833823;21.25;232.83;5
"LOW Fat";NCV54;Household;2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.033176087;11.1;120.1124;5
"LOW Fat";NCQ06;Household;2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.041909345;13;255.0014;5
"LOW Fat";NCB55;Household;2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.16098885;15.7;57.8562;5
"LOW Fat";NCN54;Household;2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.021369722;20.35;75.8328;5
"LOW Fat";DRE12;"Soft Drinks";2015;OUT045;"Tier 2";Small;"Supermarket Type1";0;4.59;111.186;5
"LOW Fat";FDR48;"Baking Goods";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.132248069;11.65;150.5024;5
"LOW Fat";FDO12;"Baking Goods";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.055241242;15.75;196.5452;5
"LOW Fat";FDS47;Breads;2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.12961476;16.75;86.1856;5
"LOW Fat";FDZ27;Dairy;2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.017253305;7.935;51.435;5
"LOW Fat";DRE03;Dairy;2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.024363939;19.6;46.3718;5
"LOW Fat";FDB08;"Fruits and Vegetables";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.03127929;6.055;160.3578;5
"LOW Fat";FDB44;"Fruits and Vegetables";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0;6.655;212.4586;5
"LOW Fat";FDE57;"Fruits and Vegetables";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.036490369;9.6;140.8154;5
"LOW Fat";FDN20;"Fruits and Vegetables";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.026329989;19.35;169.2474;5
"LOW Fat";NCD19;Household;2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.013253936;8.93;56.4614;5
"LOW Fat";NCG55;Household;2020;OUT017;"Tier 2";High;"Supermarket Type1";0;16.25;115.2176;5
"LOW Fat";NCO54;Household;2020;OUT017;"Tier 2";High;"Supermarket Type1";0.014355033;19.5;55.4614;5
"LOW Fat";FDE46;"Snack Foods";2020;OUT017;"Tier 2";High;"Supermarket Type1";0.015858893;18.6;152.9366;5
Regular;FDR37;Breakfast;2015;OUT045;"Tier 2";High;"Supermarket Type1";0.066383907;16.5;180.4292;5
Regular;FDA25;Canned;2015;OUT045;"Tier 2";High;"Supermarket Type1";0.068263916;16.5;104.799;5
Regular;FDU50;Dairy;2015;OUT045;"Tier 2";High;"Supermarket Type1";0.075322658;5.75;116.3176;5
Regular;FDT19;"Fruits and Vegetables";2015;OUT045;"Tier 2";High;"Supermarket Type1";0.145335007;7.59;173.108;5
Regular;FDX32;"Fruits and Vegetables";2015;OUT045;"Tier 2";High;"Supermarket Type1";0.100060762;15.1;144.0786;5
Regular;FDU51;Meat;2015;OUT045;"Tier 2";High;"Supermarket Type1";0.096709408;20.2;175.8028;5
Regular;FDG46;"Snack Foods";2015;OUT045;"Tier 2";High;"Supermarket Type1";0.032976399;8.63;114.6518;5
Regular;FDM12;"Baking Goods";2020;OUT017;"Tier 2";High;"Supermarket Type1";0.070312473;16.7;189.6214;5
Regular;FDW38;Dairy;2020;OUT017;"Tier 2";High;"Supermarket Type1";0.139464425;5.325;53.2298;5
Regular;FDZ14;Dairy;2020;OUT017;"Tier 2";High;"Supermarket Type1";0.047857877;7.71;119.7756;5
Regular;FDS19;"Fruits and Vegetables";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.06457046;13.8;76.2012;5
Regular;FDP03;Meat;2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0;5.15;122.9388;5
Regular;FDR51;Meat;2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.174450933;9.035;151.0708;5
Regular;FDR03;Meat;2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.00878535;15.7;204.998;5
Regular;FDO46;"Snack Foods";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0;9.6;191.0872;5
Regular;FDV22;"Snack Foods";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.009995002;14.85;154.463;5
"LOW Fat";FDU35;Breads;2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0;6.44;99.87;5
"LOW Fat";FDV49;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.025822315;10;262.7226;5
"LOW Fat";FDA13;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.078540095;15.85;36.3506;5
"LOW Fat";FDJ52;"Frozen Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.017783501;7.145;159.4578;5
"LOW Fat";FDT04;"Frozen Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.107021498;17.25;40.5822;5
"LOW Fat";NCZ41;"Health and Hygiene";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.064409056;19.85;126.7704;5
"LOW Fat";NCJ30;Household;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.08062523;5.82;168.379;5
"LOW Fat";NCN54;Household;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.021322439;20.35;79.1328;5
"LOW Fat";NCD54;Household;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.029003459;21.1;143.4786;5
"LOW Fat";NCP50;Others;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.020555958;17.35;79.4618;5
"LOW Fat";FDQ09;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.058121214;7.235;115.8834;5
"LOW Fat";FDI22;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.09619424;12.6;210.8612;5
"LOW Fat";DRD12;"Soft Drinks";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.077178965;6.96;93.1146;5
"LOW Fat";DRL60;"Soft Drinks";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.027054244;8.52;151.5682;5
"LOW Fat";DRD13;"Soft Drinks";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.049070183;15;61.9168;5
Regular;FDI48;"Baking Goods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0;11.85;51.2666;5
Regular;FDZ49;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.13312044;11;221.5798;5
Regular;FDJ02;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.025162022;17.2;145.9418;5
Regular;FDJ15;Dairy;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.023318068;11.35;182.4608;5
Regular;FDO52;"Frozen Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.077150004;11.6;170.2106;5
Regular;FDU58;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.029006239;6.61;186.0898;5
Regular;FDN46;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.14460413;7.21;102.6332;5
Regular;FDO46;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.014209811;9.6;188.1872;5
Regular;FDI34;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.085119855;10.65;229.8668;5
Regular;FDG22;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.041373331;17.6;38.119;5
Regular;DRC13;"Soft Drinks";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.032435437;8.26;124.873;5
"LOW Fat";FDB17;"Frozen Foods";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.061381589;13.15;179.9976;5
"LOW Fat";FDZ44;"Fruits and Vegetables";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.064824502;8.185;116.0808;5
"LOW Fat";DRK35;"Hard Drinks";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.120256303;8.365;39.2506;5
"LOW Fat";NCP29;"Health and Hygiene";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.187918654;8.42;65.4168;5
"LOW Fat";NCZ29;"Health and Hygiene";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.119461188;15;126.3362;5
"LOW Fat";NCS30;Household;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.155706798;5.945;127.9652;5
"LOW Fat";NCA42;Household;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.047784475;6.965;158.8604;5
"LOW Fat";NCH55;Household;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.058034349;16.35;124.802;5
"LOW Fat";FDT58;"Snack Foods";2011;OUT010;"Tier 3";High;"Grocery Store";0.143870574;9;169.4816;5
"LOW Fat";FDZ45;"Snack Foods";2011;OUT010;"Tier 3";High;"Grocery Store";0.111936685;14.1;198.8084;5
"LOW Fat";FDO57;"Snack Foods";2011;OUT010;"Tier 3";High;"Grocery Store";0.181958524;20.75;161.0578;5
Regular;FDT12;"Baking Goods";2011;OUT010;"Tier 3";High;"Grocery Store";0.083056555;6.215;224.4062;5
Regular;FDW12;"Baking Goods";2011;OUT010;"Tier 3";High;"Grocery Store";0.059540542;8.315;143.6444;5
Regular;FDF26;Canned;2011;OUT010;"Tier 3";High;"Grocery Store";0.078057026;6.825;154.5998;5
Regular;FDV37;Canned;2011;OUT010;"Tier 3";High;"Grocery Store";0.139785104;13;196.2426;5
Regular;FDW38;Dairy;2011;OUT010;"Tier 3";High;"Grocery Store";0.23212188;5.325;55.5298;5
Regular;FDS04;"Frozen Foods";2011;OUT010;"Tier 3";High;"Grocery Store";0.245483691;10.195;141.8838;5
Regular;FDO22;"Snack Foods";2011;OUT010;"Tier 3";High;"Grocery Store";0.029893094;13.5;81.096;5
Regular;FDJ58;"Snack Foods";2011;OUT010;"Tier 3";Small;"Grocery Store";0.176244038;15.6;173.6764;5
"LOW Fat";FDW13;Canned;2011;OUT010;"Tier 3";Small;"Grocery Store";0.163838951;8.5;51.3324;5
"LOW Fat";FDH48;"Baking Goods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0;13.5;88.054;5
"LOW Fat";FDO37;Breakfast;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.021358889;8.06;232.3326;5
"LOW Fat";FDD14;Canned;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.169667145;20.7;183.5266;5
"LOW Fat";FDV38;Dairy;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.101689151;19.25;54.6956;5
"LOW Fat";FDC41;"Frozen Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.116815953;15.6;75.567;5
"LOW Fat";FDE57;"Fruits and Vegetables";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.03625493;9.6;141.0154;5
"LOW Fat";FDS07;"Fruits and Vegetables";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.099674817;12.35;112.2518;5
"LOW Fat";NCJ30;Household;2000;OUT013;"Tier 3";High;"Supermarket Type1";0;5.82;169.379;5
"LOW Fat";NCI06;Household;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.04767798;11.3;181.466;5
"LOW Fat";FDO34;"Snack Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.029914022;17.7;166.2816;5
"LOW Fat";FDE46;"Snack Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.01575657;18.6;153.1366;5
"LOW Fat";DRH37;"Soft Drinks";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.041581725;17.6;163.3526;5
Regular;FDH02;Canned;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.02076385;7.27;89.0488;5
Regular;FDC51;Dairy;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.009613854;10.895;122.973;5
Regular;FDT07;"Fruits and Vegetables";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.077254736;5.82;257.633;5
Regular;FDJ44;"Fruits and Vegetables";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.106238768;12.3;176.1396;5
Regular;FDO22;"Snack Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.017844609;13.5;81.396;5
Regular;FDI10;"Snack Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.078339081;8.51;172.9422;5
"LOW Fat";FDF04;"Frozen Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.013692598;17.5;259.7304;5
"LOW Fat";FDD11;"Starchy Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0;12.85;253.004;5
"LOW Fat";FDN12;"Baking Goods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0;15.6;111.8544;5
"LOW Fat";FDD14;Canned;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.170500183;20.7;184.1266;5
"LOW Fat";FDQ52;"Frozen Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.119871307;17;248.3434;5
"LOW Fat";FDJ08;"Fruits and Vegetables";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.111122936;11.1;189.2846;5
"LOW Fat";FDY19;"Fruits and Vegetables";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.041533438;19.75;119.8466;5
"LOW Fat";DRM11;"Hard Drinks";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.066338717;6.57;261.4278;5
"LOW Fat";NCP41;"Health and Hygiene";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.016276741;16.6;109.8596;5
"LOW Fat";NCP17;"Health and Hygiene";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.027827268;19.35;65.6168;5
"LOW Fat";NCS38;Household;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.090558833;8.6;112.6176;5
"LOW Fat";DRJ25;"Soft Drinks";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.151180862;14.6;47.5692;5
Regular;FDY26;Dairy;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.030634813;20.6;212.9244;5
Regular;FDV20;"Fruits and Vegetables";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.060045008;20.2;128.3678;5
Regular;FDV57;"Snack Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0;15.25;179.766;5
"LOW Fat";NCD19;Household;2000;OUT013;"Tier 3";High;"Supermarket Type1";0;8.93;53.8614;4
"LOW Fat";DRK35;"Hard Drinks";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.071958197;8.365;38.0506;4
Regular;FDB56;"Fruits and Vegetables";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.07461309;8.75;187.4556;4
"LOW Fat";FDP09;"Snack Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.034027909;19.75;212.0902;4
"LOW Fat";FDG02;Canned;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.011307038;7.855;188.5188;4
Regular;FDM15;Meat;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.057373797;11.8;151.4366;4
"LOW Fat";FDT43;"Fruits and Vegetables";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.020631654;16.35;50.1324;4
Regular;FDG28;"Frozen Foods";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.049559042;9.285;246.4144;4
"LOW Fat";FDG24;"Baking Goods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.014618973;7.975;85.225;4
"LOW Fat";FDQ56;"Fruits and Vegetables";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.10550944;6.59;85.6908;4
"LOW Fat";FDX23;"Baking Goods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.029691762;6.445;92.6436;4
Regular;FDR44;"Fruits and Vegetables";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.102920886;6.11;130.4968;4
Regular;FDU01;Canned;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.011995271;20.25;184.5924;4
Regular;FDP59;Breads;2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.056580228;20.85;105.6648;4
"LOW Fat";NCV17;"Health and Hygiene";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.01619866;18.85;129.2626;4
"LOW Fat";FDZ15;Dairy;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.020870744;13.1;117.3782;4
"LOW Fat";FDA36;"Baking Goods";2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.005677876;5.985;184.8924;4
"LOW Fat";FDV51;Meat;2011;OUT010;"Tier 3";Small;"Grocery Store";0.054463442;16.35;163.8842;4
"LOW Fat";NCK54;Household;2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0;12.15;117.815;4
"LOW Fat";FDE16;"Frozen Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.026384672;8.895;208.9954;4
"LOW Fat";NCL19;Others;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.015673267;15.35;145.047;4
"LOW Fat";NCJ30;Household;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.080968973;5.82;171.379;4
Regular;FDJ57;Seafood;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.021569566;7.42;184.8582;4
"LOW Fat";NCE31;Household;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.184843579;7.67;33.1216;4
"LOW Fat";FDV07;"Fruits and Vegetables";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0;9.5;110.4228;4
"LOW Fat";FDD04;Dairy;2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.090153756;16;143.2154;4
"LOW Fat";NCC18;Household;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.177545624;19.1;172.4422;4
"LOW Fat";NCL31;Others;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.120467994;7.39;145.147;4
"LOW Fat";FDA33;"Snack Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.033952603;6.48;148.2076;4
"LOW Fat";FDT59;Breads;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0;13.65;229.4668;4
"LOW Fat";FDE26;Canned;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.089144149;9.3;144.9786;4
"LOW Fat";FDB50;Canned;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.153857402;13;76.3986;4
"LOW Fat";FDC17;"Frozen Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.015484763;12.15;211.9928;4
"LOW Fat";FDM44;"Fruits and Vegetables";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.031097948;12.5;103.899;4
"LOW Fat";DRI11;"Hard Drinks";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.034457776;8.26;113.3834;4
"LOW Fat";DRL47;"Hard Drinks";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0;19.7;125.9362;4
"LOW Fat";NCB30;Household;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.025742955;14.6;197.1084;4
"LOW Fat";NCI18;Household;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.014045832;18.35;222.7746;4
"LOW Fat";NCP06;Household;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.039306822;20.7;150.7366;4
"LOW Fat";NCO02;Others;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0;11.15;65.0142;4
"LOW Fat";DRE37;"Soft Drinks";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.094366079;13.5;190.9872;4
"LOW Fat";DRD24;"Soft Drinks";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.030842963;13.85;143.1154;4
"LOW Fat";DRL37;"Soft Drinks";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.053455158;15.5;43.677;4
Regular;FDJ12;"Baking Goods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.039101813;8.895;208.8296;4
Regular;FDX11;"Baking Goods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.106918052;16;183.5634;4
Regular;FDJ60;"Baking Goods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.062625641;19.35;165.3184;4
Regular;FDB37;"Baking Goods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.022976493;20.25;240.3538;4
Regular;FDC51;Dairy;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.009636821;10.895;121.873;4
Regular;FDY15;Dairy;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.171093639;18.25;155.663;4
Regular;FDV04;"Frozen Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.150248468;7.825;155.2288;4
Regular;FDB56;"Fruits and Vegetables";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.074743226;8.75;187.6556;4
Regular;FDY20;"Fruits and Vegetables";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.081879864;12.5;91.7488;4
Regular;FDK32;"Fruits and Vegetables";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.049051717;16.25;152.4682;4
Regular;FDP44;"Fruits and Vegetables";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.079837509;16.5;102.1332;4
Regular;FDS32;"Fruits and Vegetables";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.029700018;17.75;140.3838;4
Regular;FDG09;"Fruits and Vegetables";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.048010812;20.6;187.7556;4
Regular;FDW51;Meat;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.094807042;6.155;213.356;4
Regular;FDK58;"Snack Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.045052492;11.35;102.6016;4
Regular;FDA09;"Snack Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.149598628;13.35;179.466;4
Regular;FDM58;"Snack Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0;16.85;110.0544;4
Regular;DRM49;"Soft Drinks";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0;6.11;43.0086;4
Regular;DRA59;"Soft Drinks";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.128126825;8.27;183.6924;4
Regular;FDD47;"Starchy Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.142632186;7.6;172.3448;4
Regular;FDC03;Dairy;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.071958197;8.575;195.3794;4
Regular;FDU31;"Fruits and Vegetables";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.02502991;10.5;218.4508;4
"LOW Fat";FDJ41;"Frozen Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.02288328;6.85;261.2594;4
"LOW Fat";FDP60;"Baking Goods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0;17.35;102.9016;4
"LOW Fat";FDZ48;"Baking Goods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.075959623;17.75;112.4544;4
"LOW Fat";FDU59;Breads;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.096386227;5.78;163.5552;4
"LOW Fat";FDC50;Canned;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.136497913;15.85;96.3094;4
"LOW Fat";DRF03;Dairy;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.045308131;19.1;42.5138;4
"LOW Fat";FDT28;"Frozen Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.06356617;13.3;151.3708;4
"LOW Fat";DRN11;"Hard Drinks";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.162980276;7.85;145.2444;4
"LOW Fat";NCI29;"Health and Hygiene";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.032621545;8.6;143.2154;4
"LOW Fat";NCA53;"Health and Hygiene";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.009878459;11.395;47.6034;4
"LOW Fat";NCT41;"Health and Hygiene";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.055990291;15.7;153.2024;4
"LOW Fat";NCM53;"Health and Hygiene";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.052040915;18.75;105.728;4
"LOW Fat";NCM30;Household;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.067295406;19.1;41.9796;4
"LOW Fat";NCN43;Others;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0;12.15;123.773;4
"LOW Fat";NCP43;Others;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.03050705;17.75;180.366;4
"LOW Fat";FDA33;"Snack Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.033899898;6.48;146.9076;4
"LOW Fat";FDP57;"Snack Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0;17.5;102.999;4
"LOW Fat";FDE46;"Snack Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.015769693;18.6;152.1366;4
